sleep_hours,study_hours,social_level,energy_level,screen_time,outings_per_week,focus,stress,communication,alone_time,personality
9.644274811069534,7.35306143818282,3.128148901262173,5.846537867493391,4.188530929067637,2.0,7.617158989019476,7.65468839206047,2.7853950247170447,7.029771463383507,introvert
4.623237144964067,7.768487242541834,2.2718215314194765,1.0436934239724036,2.699146249961,3.0,6.635380891076898,7.0813199570086995,7.335803734404368,2.7866089875762454,omnivert
7.888905703024817,6.851529477378946,2.17872800681468,3.7761328422469034,6.083153005373272,0.0,6.024735290563587,9.053417851687959,3.845108658366757,7.273977203000671,introvert
8.331462179910908,2.9877705695520125,1.8302498790694421,7.554515193841075,8.423683907383932,4.0,7.582153616101923,2.0468027418440164,1.7476162177340049,7.55337715317965,omnivert
7.917115714305149,6.462968087768971,1.9870523134439866,4.410547778089995,8.465674393569733,0.0,9.158794028569917,8.29353887750438,2.494587149359417,8.666090652812894,introvert
8.69957281221662,4.956265536300119,3.2741212630336496,5.280016634886295,5.875588149449801,2.0,8.481485008494884,9.018776180058813,1.2511748135360452,8.157818532810783,introvert
7.605228571840803,4.779391393868554,8.258882148420431,6.202489889076297,2.1575673347712776,4.0,4.029060648222903,5.431820363660229,9.193472033364753,3.8402681055211096,extrovert
6.6313923016910135,4.77903630050805,1.4693068835516987,2.1050019348157782,9.251125216321016,7.0,4.628456282680286,7.852822278782551,2.64755618020233,2.4972904682524,omnivert
7.869549341791702,5.1423184649545455,3.8848343267633405,3.9385338840170045,4.588267228665639,0.0,6.3947409110396825,7.899026725833981,2.8835914780063043,8.095683778770645,introvert
2.9558684331654623,1.7817439162257422,5.04918414773113,7.99536871507776,5.711645192797462,6.437128086965327,4.005155049976151,7.242040671899856,7.032245090424581,2.4445843110679504,omnivert
7.1897705578574636,4.666239550441439,7.1850237508628725,7.800256681663033,2.8188778157999956,6.0,4.167779050384677,2.5687255055494065,7.158477681725808,2.8775235849471272,extrovert
3.829944817141041,4.543378146127731,5.965763814480567,8.11630401514425,7.047690035092512,6.013618174771463,5.320460462418144,7.88134336894036,5.660021621000864,5.146464721403606,omnivert
4.5142129607873835,2.7557311782761493,2.958303110201231,1.2701602924515214,6.348176445777375,1.0,7.59497423540946,7.004038812869691,1.5518453887610937,1.9281333788090094,omnivert
7.344401327130225,3.590276333014967,6.6869587587495305,4.316795188078423,5.826199209131308,4.0,7.136023883594488,4.539834890550228,5.206884034228956,6.349870277316599,ambivert
8.797971025138702,4.310975766635243,1.6831392658885502,7.625955739475293,6.218508144529814,7.0,6.622530863025678,9.207860681545533,8.13216287492433,9.224913455852864,omnivert
6.2905277253329395,4.625026099231911,7.904368559232004,6.378225379097553,5.033539086359671,4.0,5.710937523479512,2.2143062384296317,7.421497029386552,2.8676481886393415,extrovert
2.261724971150492,1.0304961571681646,6.804088716412458,6.521214623555071,8.450140609621783,10.0,4.685479851246496,6.655288215764534,9.048219709363702,1.2092774560081634,extrovert
6.075951935139213,5.98378256166582,5.445958560479218,6.268012725322231,4.809256140205342,4.0,6.070169507926719,5.369931975606386,6.5067151152719465,4.130982786139025,ambivert
6.510186865664759,5.3036290909011345,6.2553837621017685,5.76509706765297,3.8506571460453713,3.0,7.479170934801665,5.805996405860665,5.3780309667818695,4.165304605476493,ambivert
5.795607103045176,2.731968930137251,9.919031664257336,7.572390898667042,5.568186220708453,6.0,5.303183096531286,3.4003136307787027,8.935310086091695,3.0067721789892987,extrovert
8.910247685079813,6.7091709377532815,2.4669734929842075,9.252819395089954,9.913256037985347,7.0,4.657914650795122,9.941106222826555,9.93131269915472,7.339910514182392,omnivert
4.982356794135878,2.553995774681167,3.7055156912812697,5.302712411689806,5.232074939794089,2.017659984474508,9.103697137193588,5.136703553720924,1.990666883406765,6.924572645220008,introvert
7.4750024962194965,4.356653822669422,4.673814468819946,5.35731854839808,3.5634280815191994,2.0,6.4951033182184394,4.675701798018192,6.7445377032043,5.0871816973499,ambivert
6.5198099584856655,4.035576625482632,6.75245752939597,4.871513517014261,4.879953072631746,4.0,5.181886778199405,5.759998949235774,6.07028967471353,6.791820414539611,ambivert
4.633452138385342,1.8060001281475704,6.63117307010114,5.853955254698559,5.889318954440063,6.482191024840802,6.489187504349937,6.634521726949888,4.731034569365028,5.10022631140025,ambivert
2.3039361103559486,3.2872854006424523,8.599622132363521,8.56640272510313,7.091146321499305,8.891218902031667,6.578698743216789,4.514805093207243,9.042987277267128,4.06474900472009,extrovert
4.388560153127134,3.650212025207812,1.019410547954686,3.939492577934215,4.811923522132969,4.274881811850144,5.318688269222957,5.282239794625641,2.613318342273139,8.383068010634656,introvert
6.931040830952545,6.585534044144848,2.986308207180321,8.430261626524985,6.759607466031134,1.0,8.674707877445734,2.8597170010011217,2.4934866155963196,7.553953737681093,omnivert
5.283402958251317,6.283405600379588,1.9600370196892418,8.579784827769368,3.3761156146470372,3.0,3.398432120762984,7.117875835452077,1.2398437178542603,1.4919994806135903,omnivert
7.620860493197115,4.502096724911503,3.4408471779421577,3.107298729044806,7.169359646362942,2.0,7.822643286212368,8.028496202299378,3.0755917244825333,8.14920810917952,introvert
6.05468785930799,4.301436241409849,3.075143191506736,4.603038825088389,8.499464496819831,2.0,8.22172682241051,8.844937075902553,3.834297189647284,9.548942172032234,introvert
3.47962554210317,2.218371727449805,4.365659981900292,7.703636822506112,8.485939685720362,6.025525892083274,5.370599615118756,9.042657933562284,6.2889038153862815,8.122019737016474,omnivert
7.665859431148456,4.6208895953709215,6.533997727270673,5.293905119023044,4.51616194153214,4.0,6.501431947600155,4.73508226407207,4.748509239048225,5.6424144695869565,ambivert
4.061548515080378,4.2203140080455315,8.178922676035874,1.7491057740402427,6.81166459086051,4.0,8.34058221110285,1.6917549214757148,2.034478763428664,7.215135666542953,omnivert
6.109523277644063,4.005591724937703,6.408560345794035,4.013896069013809,4.333996686764577,4.0,6.243513752610883,6.454072562451827,6.768880695395454,5.3971003669564395,ambivert
2.912359824217437,4.334062281029026,5.345751484073245,5.999397779872237,6.656329751803868,6.392903725981185,2.402342899627507,8.60634608126854,5.002596137034402,6.700452585137141,omnivert
7.358325136639126,4.89412793293013,4.811677769463974,4.746375366217531,6.768232877954382,2.0,5.396863842953115,6.910359841380172,5.7478859381210965,6.986422457040443,ambivert
7.157680336071185,4.708453452516761,6.605232363824146,5.1373829751269415,4.485943774637737,2.0,6.8992179604985395,4.8771409093031615,5.329178086991263,5.482443011913648,ambivert
7.9347963905884225,2.4755607020822286,8.462403506391922,7.456484227366022,4.557545685816391,4.0,5.290949284127173,3.0988201312285746,9.663254574015063,1.1217571364040853,extrovert
3.335962351583784,1.6494131432419483,8.934902375540192,6.155065418370273,6.131273753525871,6.870919948678431,6.577211078084056,6.268660829134958,5.0514306534656255,6.565762028563195,ambivert
8.640789506870926,5.119735587783771,3.8645958419895825,5.213690750087306,7.326124315068404,1.0,8.920157266247275,5.238580638458244,2.698111631482229,7.475939342927473,introvert
5.0,4.671231050473997,2.597505427566971,6.896072698140564,5.781691137112427,5.371853128473873,9.621774115368208,5.556961592267965,3.304358906231647,7.971074146216998,introvert
7.515094794475889,4.181777614275764,9.887341884826334,2.3926085456795767,3.5635644493972087,0.0,4.60068608565171,2.953229911665306,1.5572929284732229,8.59280374995141,omnivert
7.920360568960186,5.965629053730673,3.1659308853955923,5.8132249648044665,4.547509954714289,1.0,6.209074670246386,8.427693102813116,2.3086432513601363,7.58438140793178,introvert
4.2584485516998765,4.986488535705954,7.419726219384156,7.265399699414215,7.589449198494395,7.570364744303617,5.832723359204119,6.887583782069606,5.708772694991248,4.581962789823203,extrovert
3.280760207391617,2.667995713736888,5.89205837928856,4.265789947934073,5.025536524524876,4.064078831465451,7.219000729244044,5.002215146277207,4.0676035441745455,7.38542512118224,introvert
8.703969959025361,6.822637335495786,2.4676897006138385,4.148812146874851,5.332493129253939,0.0,8.087449181328715,5.370880977971561,1.5760487529038465,9.51999466973183,introvert
7.8168691037587505,4.40420716270287,5.398898238819457,6.281726927365847,3.617968816019703,3.0,7.281272935047415,5.051688659099063,6.112249813964017,6.8055162601794805,ambivert
7.650572216465793,3.8391106154144374,6.827161057306699,6.620009985171544,3.6470568454084384,3.0,6.490890448717491,6.968632059293251,6.554274873235287,4.625531543072007,ambivert
6.7980842782236195,3.6760711455873594,9.769506135262539,2.565697235973315,1.8178888453268354,1.0,4.2565060249311255,9.211657670713915,9.37761930286401,2.3523146669068904,omnivert
7.377263258615751,3.7598171505681455,4.029936329975348,6.170330987064736,5.142626397390314,2.0,6.395165744901933,6.4966827286281035,4.610309425408274,4.382159248001018,ambivert
